kernel,shape,dtype,kernel_ms,gb_s,gb,tflops
rmsnorm_bwd_add,"(64, 1024)",torch.bfloat16,0.004849289999999991,109.01389687974961,0.00052864,
rmsnorm_bwd_add,"(64, 1024)",torch.float16,0.004858330000000014,108.81105235749703,0.00052864,
rmsnorm_bwd_add,"(128, 1024)",torch.float32,0.004954280000000008,425.0579297092608,0.002105856,
rmsnorm_bwd_add,"(128, 1024)",torch.bfloat16,0.004985579999999997,211.24603356078944,0.001053184,
rmsnorm_bwd_add,"(128, 1024)",torch.float16,0.004993899999999993,210.89409079076503,0.001053184,
rmsnorm_bwd_add,"(512, 512)",torch.float32,0.00515077999999999,815.4974586373341,0.004200448,
rmsnorm_bwd_add,"(512, 512)",torch.bfloat16,0.0052778500000000145,398.1257519633931,0.002101248,
rmsnorm_bwd_add,"(512, 512)",torch.float16,0.005172790000000017,406.21173486648263,0.002101248,
rmsnorm_bwd_add,"(1024, 512)",torch.float32,0.005630749999999991,1491.2400657106093,0.0083968,
rmsnorm_bwd_add,"(1024, 512)",torch.bfloat16,0.0055247700000000104,760.2937316847564,0.004200448,
rmsnorm_bwd_add,"(1024, 512)",torch.float16,0.00550882000000001,762.4950533871124,0.004200448,
rmsnorm_bwd_add,"(1024, 1024)",torch.float32,0.0064057900000000015,2620.98882417313,0.016789504,
rmsnorm_bwd_add,"(1024, 1024)",torch.bfloat16,0.0059294899999999835,1416.1082993647046,0.0083968,
rmsnorm_bwd_add,"(1024, 1024)",torch.float16,0.005948729999999989,1411.5281749213723,0.0083968,
rmsnorm_bwd_add,"(1024, 2048)",torch.float32,0.01165121999999999,2881.6649243598545,0.033574912,
rmsnorm_bwd_add,"(1024, 2048)",torch.bfloat16,0.008849970000000004,1897.1255269791866,0.016789504,
rmsnorm_bwd_add,"(1024, 2048)",torch.float16,0.009184050000000008,1828.1154828207584,0.016789504,
rmsnorm_bwd_add,"(2048, 1024)",torch.float32,0.008645519999999967,3883.03028620605,0.033570816,
rmsnorm_bwd_add,"(2048, 1024)",torch.bfloat16,0.0068241999999999825,2460.288971601073,0.016789504,
rmsnorm_bwd_add,"(2048, 1024)",torch.float16,0.0068420000000000095,2453.888336743639,0.016789504,
rmsnorm_bwd_add,"(2048, 2048)",torch.float32,0.028208749999999994,2379.8800017725002,0.06713344,
rmsnorm_bwd_add,"(2048, 2048)",torch.bfloat16,0.012774180000000001,2628.021211537649,0.033570816,
rmsnorm_bwd_add,"(2048, 2048)",torch.float16,0.012690250000000009,2645.4022576387365,0.033570816,
rmsnorm_bwd_add,"(4096, 2048)",torch.float32,0.050730340000000006,2646.3551397447754,0.134250496,
rmsnorm_bwd_add,"(4096, 2048)",torch.bfloat16,0.02884929,2327.0395909223416,0.06713344,
